#{"t_start": 1763562762.375329, "env_id": "None"}
r,l,t
-43.5094,500,1182.755942
-172.49286,500,1196.297059
-65.12787,500,1196.297115
-215.48979,500,1196.297129
-341.3533,500,1196.297138
-13.215236,500,1196.297146
-138.27567,500,1196.297153
-5.4630456,500,1197.565967
-42.144714,500,1197.566018
-26.071234,500,1197.566031
-26.375093,500,1197.56604
-41.304405,500,1197.566047
-18.665554,500,1197.566055
-113.31898,500,1211.674876
-84.5471,500,1211.674932
-160.48534,500,1211.674946
-63.616867,500,1211.674955
-139.94946,500,1211.674963
-50.294373,500,1211.67497
-174.10034,500,1212.955299
-101.49877,500,1212.955348
-154.67871,500,1212.955361
-411.31046,500,1212.955369
-75.1486,500,1212.955377
-185.45651,500,1212.955384
-89.90461,500,1226.910246
-78.34207,500,1226.910301
25.168388,500,1226.910314
-42.423546,500,1226.910323
-73.09656,500,1226.91033
1.2837374,500,1226.910338
-98.228645,500,1228.182529
-65.423515,500,1228.182584
-275.26404,500,1228.182598
-232.73288,500,1228.182607
-56.240234,500,1228.182615
-158.98158,500,1228.182622
4.800875,500,1242.727975
-68.672165,500,1242.728029
-47.13519,500,1242.728045
-26.966274,500,1242.728054
-12.724072,500,1242.728062
-33.587906,500,1242.728069
-93.625275,500,1243.983381
-95.50572,500,1243.983436
-125.67343,500,1243.983453
-89.98179,500,1243.983462
-51.421814,500,1243.98347
-49.718903,500,1243.983477
-85.280136,500,1245.242719
20.992857,500,1245.242768
-26.480024,500,1245.242781
-78.71951,500,1245.242794
-176.60735,500,1245.242802
-53.923298,500,1245.242809
-47.649258,500,1259.841867
-94.82751,500,1259.841917
-42.44155,500,1259.841931
-10.171387,500,1259.841939
-97.331314,500,1259.841947
-134.05927,500,1259.841954
-80.58925,500,1261.091302
-138.05737,500,1261.091353
-243.83594,500,1261.091366
-27.172464,500,1261.091374
-8.18455,500,1261.091382
15.320278,500,1261.091388
-438.56854,500,1275.211278
