#{"t_start": 1763179029.037796, "env_id": "None"}
r,l,t
-411.13315,500,673.178018
-268.8256,500,673.178028
-798.7715,500,673.178038
-997.2824,500,679.314814
-239.6601,500,679.314868
-424.88834,500,679.314885
-298.2889,500,679.314896
-312.08975,500,679.314905
-334.96506,500,679.314914
-975.6908,500,685.238035
-301.00186,500,685.23809
-1360.489,500,685.238105
-480.91785,500,685.238115
-355.3946,500,685.238125
-1115.8785,500,685.238134
-313.21796,500,691.289281
-610.872,500,691.289332
-1075.8928,500,691.289346
-173.05287,500,691.289357
-1113.188,500,691.289366
-1538.073,500,691.289375
-374.19336,500,697.116402
-1003.3402,500,697.116459
-451.06516,500,697.116474
-1237.4791,500,697.116485
-616.1178,500,697.116494
-525.3872,500,697.116503
-271.74365,500,703.350129
-1142.7554,500,703.350187
-2234.9922,500,703.350204
-1860.588,500,703.350215
-278.57382,500,703.350224
-1181.6766,500,703.350233
-940.7377,500,709.252427
-378.89188,500,709.252487
-204.01167,500,709.252504
-362.61224,500,709.252515
-357.48016,500,709.252524
-291.70743,500,709.252532
-399.9231,500,715.307606
-290.7681,500,715.307661
-578.6574,500,715.307676
-397.90497,500,715.307686
-803.5085,500,715.307696
-336.85443,500,715.307704
-459.26773,500,721.112852
-910.08356,500,721.112914
-588.7565,500,721.112932
-999.56586,500,721.112943
-247.21475,500,721.112953
-535.67926,500,721.112961
-348.43875,500,727.132883
-599.6978,500,727.132953
-1537.237,500,727.132968
-557.37134,500,727.132979
-343.10837,500,727.132989
-735.04785,500,727.132997
-347.0587,500,733.274678
-853.7644,500,733.274741
-962.19507,500,733.274762
-382.4441,500,733.274773
-1626.5908,500,733.274782
-902.70294,500,733.274791
-523.86194,500,739.518954
-444.18735,500,739.519015
-252.35606,500,739.51903
-929.8091,500,739.51904
-1777.2521,500,739.519049
-514.5426,500,739.519058
-768.7294,500,745.564649
-294.22134,500,745.564709
-578.8961,500,745.564724
-1310.3855,500,745.564734
-263.61874,500,745.564744
-286.34348,500,745.564752
-295.5379,500,751.660299
-2389.6091,500,751.660352
-1147.1135,500,751.660366
-1151.5266,500,751.660376
-229.97467,500,751.660386
-573.98517,500,751.660394
-476.68372,500,757.742169
-849.6871,500,757.742224
-329.60074,500,757.74224
-807.0851,500,757.742251
-614.4017,500,757.74226
-288.50873,500,757.742269
-1338.949,500,764.098373
-309.18707,500,764.098424
-193.49387,500,764.098439
-509.33746,500,764.098449
-330.59317,500,764.098459
-445.14566,500,764.098468
-1650.8303,500,770.107489
-804.5365,500,770.10756
-402.03445,500,770.107577
-326.03662,500,770.107589
-405.1381,500,770.107598
-379.43274,500,770.107607
-786.1239,500,776.511372
-873.64264,500,776.511427
-187.16742,500,776.511446
-1468.5659,500,776.511456
-722.5738,500,776.511465
-1981.0134,500,776.511474
-1298.5507,500,782.679097
-441.23853,500,782.679151
-303.91815,500,782.679165
-223.59828,500,782.679176
-2127.8884,500,782.679185
-334.15176,500,782.679194
-390.5458,500,788.921425
-1197.6,500,788.921487
-761.747,500,788.921505
-247.29694,500,788.921515
-503.9946,500,788.921528
-852.8861,500,788.921537
-759.8285,500,794.998347
-611.32153,500,794.998405
-468.61395,500,794.99842
-258.61734,500,794.998431
-1112.5883,500,794.99844
-1544.956,500,794.998449
-971.0026,500,801.40946
-663.90686,500,801.40951
-633.12286,500,801.409528
-373.94766,500,801.409538
-291.9319,500,801.409547
-988.5332,500,801.409555
-370.6439,500,807.464559
-276.54257,500,807.464615
-1576.8242,500,807.464633
-1875.2101,500,807.464643
-360.6206,500,807.464653
-211.0814,500,807.464662
-259.5442,500,813.760498
-420.57318,500,813.76054
-188.83992,500,813.760558
-1047.5969,500,813.760569
-330.2313,500,813.760579
-1257.1954,500,813.760588
-364.53696,500,820.222769
-226.90477,500,820.223555
-480.28076,500,820.223588
-323.79547,500,820.2236
-558.133,500,820.22361
-1636.9384,500,820.223618
-247.55978,500,826.768732
-662.7367,500,826.76879
-2116.2441,500,826.768811
-352.37503,500,826.768822
-498.74442,500,826.768832
-1373.1669,500,826.768842
-280.6592,500,833.117641
-408.03546,500,833.1177
-294.6374,500,833.117715
-299.9492,500,833.117725
-328.82837,500,833.117735
-1726.226,500,833.117743
-1324.0581,500,839.354682
-453.11188,500,839.354744
